tipo_doc,cpf,nome_aluno,turma_1,turma_2,ausencia_inicio,ausencia_fim,data_ausencia
ATESTADO MEDICO,19032868322,VANESSA PIRES,0261,0981,2026-10-04,2026-10-06,2026-10-04 00:00:00
ATESTADO MEDICO,35729764308,BARBARA SILVA,0052,0451,2023-03-10,2023-03-13,2023-03-08 00:00:00
DECLARACAO,84918401090,CAROLINA CAMPOS,1980,0981,2025-10-11,2025-10-15,2025-10-09 00:00:00
DECLARACAO,93648399004,WAGNER SALES,1982,,2024-09-13,2024-09-20,2024-09-12 00:00:00
ATESTADO MEDICO,56711949897,MARCIO TEIXEIRA,1982,,2026-07-19,2026-07-26,2026-07-17 00:00:00
ATESTADO MEDICO,23268452850,AMANDA NASCIMENTO,0453,1981,2024-01-23,2024-01-27,2024-01-22 00:00:00
DECLARACAO,84111254675,ALEX MELO,0450,2981,2024-10-20,2024-10-23,2024-10-20 00:00:00
ATESTADO MEDICO,50951611259,CAROLINA CAMPOS,0980,,2024-07-12,2024-07-15,2024-07-12 00:00:00
ATESTADO MEDICO,44904098773,LETICIA PINTO,2980,,2023-01-19,2023-01-25,2023-01-17 00:00:00
ATESTADO MEDICO,58314791105,TATIANA SILVA,0101,0261,2026-08-17,2026-08-27,2026-08-17 00:00:00
ATESTADO MEDICO,83294087527,WAGNER SALES,0981,2981,2023-06-14,2023-06-19,2023-06-12 00:00:00
ATESTADO MEDICO,68862413890,JEFFERSON DUARTE,0003,2981,2025-11-19,2025-11-24,2025-11-18 00:00:00
ATESTADO MEDICO,71264798326,BEATRIZ LIMA,0983,2981,2025-10-21,2025-10-29,2025-10-21 00:00:00
ATESTADO MEDICO,01361820110,RONALDO RIBAS,0453,,2025-07-01,2025-07-09,2025-06-29 00:00:00
ATESTADO MEDICO,57963799254,EVANDRO COSTA,2982,0101,2026-04-28,2026-05-02,2026-04-28 00:00:00
ATESTADO MEDICO,62196964921,WELLINGTON CARDOSO,0052,0981,2024-02-28,2024-03-04,2024-02-27 00:00:00
DECLARACAO,36833417180,ANDREA FARIAS,0261,0261,2023-11-24,2023-11-26,2023-11-23 00:00:00
ATESTADO MEDICO,88948307800,RODRIGO CAVALCANTI,0982,0101,2026-03-20,2026-03-21,2026-03-19 00:00:00
ATESTADO MEDICO,00876932758,MARIANA TEIXEIRA,2981,0051,2024-09-08,2024-09-15,2024-09-07 00:00:00
DECLARACAO,67852467687,ISABELA CUNHA,0051,,2023-12-15,2023-12-19,2023-12-14 00:00:00
ATESTADO MEDICO,85472876125,CAROLINA NUNES,2980,0101,2026-07-21,2026-07-28,2026-07-20 00:00:00
ATESTADO MEDICO,82171868635,ROBERTO CARVALHO,0263,0261,2025-03-25,2025-04-03,2025-03-23 00:00:00
ATESTADO MEDICO,23356761137,FLAVIA MIRANDA,0050,,2023-02-08,2023-02-13,2023-02-06 00:00:00
ATESTADO MEDICO,96398282116,AMANDA NASCIMENTO,0261,,2023-02-16,2023-02-26,2023-02-14 00:00:00
ATESTADO MEDICO,16684020098,MARCELO LIMA,0262,1981,2024-04-09,2024-04-17,2024-04-07 00:00:00
ATESTADO MEDICO,54718265401,RODRIGO SALES,0980,,2025-12-26,2025-12-31,2025-12-26 00:00:00
ATESTADO MEDICO,24385340870,ANDRE BARROS,0101,,2026-07-27,2026-07-29,2026-07-26 00:00:00
ATESTADO MEDICO,88895242866,MONICA VIEIRA,0002,2981,2024-11-23,2024-11-30,2024-11-21 00:00:00
DECLARACAO,20467112118,RONALDO RIBAS,2983,0261,2023-06-02,2023-06-10,2023-06-02 00:00:00
ATESTADO MEDICO,94651719309,ROGERIO SOUZA,0981,0261,2026-08-26,2026-09-01,2026-08-24 00:00:00
DECLARACAO,21606323334,ROGERIO SOUZA,0100,0981,2025-01-23,2025-01-24,2025-01-21 00:00:00
ATESTADO MEDICO,89656264479,BRUNO RIBEIRO,0003,0101,2024-09-22,2024-10-01,2024-09-20 00:00:00
ATESTADO MEDICO,54238570405,CAROLINA NUNES,0452,,2026-09-19,2026-09-23,2026-09-17 00:00:00
ATESTADO MEDICO,85333264406,DIEGO BARBOSA,0002,,2024-11-24,2024-12-02,2024-11-22 00:00:00
DECLARACAO,13867794669,PRISCILA NEVES,0262,0451,2023-01-17,2023-01-21,2023-01-15 00:00:00
ATESTADO MEDICO,57963799254,ANDRE BARROS,0982,2981,2023-12-25,2024-01-04,2023-12-25 00:00:00
ATESTADO MEDICO,60247940453,ALINE MORAES,0261,0981,2024-11-24,2024-11-25,2024-11-24 00:00:00
ATESTADO MEDICO,80911632409,CAROLINA CAMPOS,0050,0002,2024-07-28,2024-07-29,2024-07-28 00:00:00
DECLARACAO,58880896563,THIAGO MOREIRA,0981,0051,2023-03-18,2023-03-25,2023-03-16 00:00:00
ATESTADO MEDICO,67852467687,MARCIO TEIXEIRA,0260,0002,2026-10-01,2026-10-09,2026-09-30 00:00:00
ATESTADO MEDICO,77397020305,THIAGO MOREIRA,0005,0002,2023-02-09,2023-02-10,2023-02-07 00:00:00
ATESTADO MEDICO,23554340774,RAQUEL XAVIER,0003,0002,2026-08-23,2026-08-29,2026-08-23 00:00:00
ATESTADO MEDICO,82253522970,MARCIO TEIXEIRA,0981,0051,2023-06-29,2023-07-04,2023-06-27 00:00:00
ATESTADO MEDICO,79828212358,PAULA MIRANDA,0450,0051,2025-10-10,2025-10-12,2025-10-08 00:00:00
DECLARACAO,00215941470,AMANDA NASCIMENTO,0053,,2024-04-03,2024-04-05,2024-04-01 00:00:00
ATESTADO MEDICO,16560025071,JEFFERSON DUARTE,0452,0101,2023-09-25,2023-09-27,2023-09-25 00:00:00
DECLARACAO,57890523807,BRUNO RIBEIRO,0981,,2026-02-11,2026-02-15,2026-02-09 00:00:00
DECLARACAO,46431421701,EDUARDO FREITAS,0005,,2024-07-22,2024-07-23,2024-07-20 00:00:00
DECLARACAO,11444248367,WILLIAN CASTRO,2981,0002,2024-05-03,2024-05-13,2024-05-02 00:00:00
ATESTADO MEDICO,47055488923,ELAINE BARBOSA,2981,2981,2023-09-03,2023-09-09,2023-09-01 00:00:00
ATESTADO MEDICO,93527520155,BIANCA MONTEIRO,0100,0261,2026-01-11,2026-01-20,2026-01-11 00:00:00
DECLARACAO,27269177040,ROGERIO SOUZA,2981,,2023-08-23,2023-08-24,2023-08-22 00:00:00
ATESTADO MEDICO,59314348601,ANA COSTA,0004,0051,2025-01-27,2025-02-02,2025-01-26 00:00:00
ATESTADO MEDICO,58160029888,NATALIA CAMPOS,2980,0981,2024-01-26,2024-01-27,2024-01-26 00:00:00
DECLARACAO,23996773900,FABIO BATISTA,0103,0451,2026-05-16,2026-05-25,2026-05-15 00:00:00
ATESTADO MEDICO,46308424706,CAMILA GOMES,0051,0051,2025-01-31,2025-02-07,2025-01-31 00:00:00
ATESTADO MEDICO,25308152756,MARIA SANTOS,0053,,2023-07-14,2023-07-16,2023-07-14 00:00:00
ATESTADO MEDICO,73961882452,ANA COSTA,2982,0101,2025-07-27,2025-07-28,2025-07-27 00:00:00
ATESTADO MEDICO,73692308302,SABRINA DIAS,2983,0261,2025-12-04,2025-12-13,2025-12-03 00:00:00
DECLARACAO,08885352286,CRISTINA ALVES,0983,0051,2024-12-06,2024-12-07,2024-12-05 00:00:00
ATESTADO MEDICO,16817965543,THIAGO MOREIRA,0261,0101,2024-01-24,2024-01-25,2024-01-24 00:00:00
DECLARACAO,70793909740,FERNANDO MENDES,0101,,2024-04-29,2024-05-06,2024-04-29 00:00:00
DECLARACAO,02021661989,FERNANDO MENDES,0981,0051,2024-09-29,2024-10-02,2024-09-27 00:00:00
ATESTADO MEDICO,56627164205,CESAR RAMOS,0983,1981,2023-07-11,2023-07-17,2023-07-10 00:00:00
DECLARACAO,09994758195,VIVIANE MONTEIRO,0981,0002,2025-05-28,2025-06-03,2025-05-26 00:00:00
ATESTADO MEDICO,21237280559,TATIANA SILVA,2981,2981,2024-02-02,2024-02-03,2024-02-02 00:00:00
DECLARACAO,80697537145,PAULA MIRANDA,0261,0101,2025-05-26,2025-06-04,2025-05-26 00:00:00
ATESTADO MEDICO,66715256683,JEFFERSON DUARTE,1981,0051,2025-03-12,2025-03-20,2025-03-10 00:00:00
ATESTADO MEDICO,23270042760,WELLINGTON CARDOSO,1982,,2026-12-20,2026-12-24,2026-12-18 00:00:00
ATESTADO MEDICO,78404932620,MARIA SANTOS,1983,0002,2024-05-02,2024-05-03,2024-05-02 00:00:00
DECLARACAO,88062062490,FABIANO BATISTA,0001,,2026-03-16,2026-03-19,2026-03-16 00:00:00
ATESTADO MEDICO,40542509202,EVANDRO COSTA,0450,0261,2024-08-18,2024-08-23,2024-08-16 00:00:00
ATESTADO MEDICO,10866989404,CAMILA GOMES,1983,0261,2025-10-20,2025-10-27,2025-10-18 00:00:00
ATESTADO MEDICO,28540785439,WILLIAN CASTRO,2980,0451,2026-11-02,2026-11-08,2026-11-01 00:00:00
ATESTADO MEDICO,03947560370,FABIO BATISTA,0450,,2026-10-25,2026-10-29,2026-10-24 00:00:00
ATESTADO MEDICO,40685883175,WAGNER SALES,0451,0002,2024-03-15,2024-03-23,2024-03-15 00:00:00
DECLARACAO,72115515005,LEANDRO ARAUJO,0001,0451,2025-12-11,2025-12-21,2025-12-11 00:00:00
ATESTADO MEDICO,66431606850,RODRIGO SALES,1983,2981,2026-05-19,2026-05-28,2026-05-19 00:00:00
ATESTADO MEDICO,26393672188,RAFAEL PEREIRA,1980,2981,2025-05-24,2025-05-27,2025-05-23 00:00:00
ATESTADO MEDICO,80251835642,BEATRIZ LIMA,0103,0101,2026-01-14,2026-01-18,2026-01-14 00:00:00
ATESTADO MEDICO,01432820427,RICARDO REZENDE,0453,,2026-06-01,2026-06-08,2026-06-01 00:00:00
DECLARACAO,44904098773,VANESSA PIRES,2981,,2025-11-21,2025-11-26,2025-11-19 00:00:00
ATESTADO MEDICO,36009369991,GUSTAVO REZENDE,0053,,2023-08-31,2023-09-01,2023-08-29 00:00:00
DECLARACAO,19078996854,DANIELA XAVIER,0001,0261,2023-02-20,2023-02-22,2023-02-20 00:00:00
DECLARACAO,10153894490,MARINA GONCALVES,0052,,2023-10-27,2023-11-06,2023-10-27 00:00:00
ATESTADO MEDICO,20580703134,RONALDO RIBAS,2982,,2024-02-24,2024-02-27,2024-02-22 00:00:00
ATESTADO MEDICO,23996773900,CAROLINA NUNES,0004,,2023-12-30,2024-01-09,2023-12-30 00:00:00
ATESTADO MEDICO,23268452850,BIANCA MONTEIRO,0102,2981,2025-12-29,2026-01-02,2025-12-29 00:00:00
ATESTADO MEDICO,34273106043,PAULA MIRANDA,0002,2981,2026-07-05,2026-07-09,2026-07-04 00:00:00
ATESTADO MEDICO,92413517057,PAULA MIRANDA,0004,0002,2026-06-07,2026-06-14,2026-06-07 00:00:00
ATESTADO MEDICO,47748530700,LETICIA PINTO,0454,0101,2025-08-05,2025-08-14,2025-08-03 00:00:00
ATESTADO MEDICO,02021661989,WILLIAN CASTRO,1980,0051,2023-12-09,2023-12-19,2023-12-08 00:00:00
ATESTADO MEDICO,74106782243,SILVIA LOPES,0005,,2025-04-02,2025-04-06,2025-03-31 00:00:00
DECLARACAO,90413108279,RENAN MELO,0051,,2026-07-30,2026-08-09,2026-07-30 00:00:00
ATESTADO MEDICO,19078996854,ROBERTO CARVALHO,2980,0981,2024-12-11,2024-12-15,2024-12-11 00:00:00
ATESTADO MEDICO,01709629207,ROGERIO SOUZA,0980,,2023-11-08,2023-11-12,2023-11-08 00:00:00
DECLARACAO,98141460560,RENATO FERNANDES,0053,2981,2025-02-24,2025-02-27,2025-02-22 00:00:00
DECLARACAO,73566736309,NATALIA CAMPOS,1980,2981,2024-08-06,2024-08-09,2024-08-06 00:00:00
ATESTADO MEDICO,54238570405,ROGERIO SOUZA,0104,0261,2025-04-25,2025-04-26,2025-04-23 00:00:00
ATESTADO MEDICO,33071962002,RICARDO REZENDE,0004,,2024-06-30,2024-07-02,2024-06-29 00:00:00
ATESTADO MEDICO,41676716548,SILVIA LOPES,0980,,2025-11-07,2025-11-10,2025-11-06 00:00:00
ATESTADO MEDICO,84470285269,WILLIAN CASTRO,0980,,2024-03-20,2024-03-23,2024-03-20 00:00:00
DECLARACAO,26071297370,ANA COSTA,0003,,2025-06-02,2025-06-11,2025-05-31 00:00:00
DECLARACAO,46328934203,VANESSA PIRES,0100,,2024-05-24,2024-05-31,2024-05-22 00:00:00
ATESTADO MEDICO,83840940397,PATRICIA ROCHA,0002,0261,2024-04-15,2024-04-25,2024-04-14 00:00:00
ATESTADO MEDICO,58314791105,ELAINE BARBOSA,0050,2981,2026-04-09,2026-04-16,2026-04-08 00:00:00
ATESTADO MEDICO,71795063629,LETICIA PINTO,0052,,2023-08-20,2023-08-24,2023-08-20 00:00:00
ATESTADO MEDICO,54718265401,DEBORA FONSECA,0050,1981,2023-12-13,2023-12-16,2023-12-12 00:00:00
DECLARACAO,45305255708,ANA COSTA,0262,2981,2023-02-13,2023-02-19,2023-02-13 00:00:00
ATESTADO MEDICO,26393672188,CESAR RAMOS,0051,0261,2025-11-02,2025-11-03,2025-11-01 00:00:00
ATESTADO MEDICO,08297621910,BEATRIZ LIMA,0051,0451,2023-03-30,2023-04-04,2023-03-29 00:00:00
DECLARACAO,42386990257,ROBERTO CARVALHO,0101,2981,2025-01-19,2025-01-27,2025-01-19 00:00:00
DECLARACAO,71674960069,MARCOS CORREIA,2981,0101,2026-09-11,2026-09-12,2026-09-10 00:00:00
ATESTADO MEDICO,19385803115,ALESSANDRA FREITAS,0981,,2024-02-24,2024-02-27,2024-02-22 00:00:00
ATESTADO MEDICO,89824475559,ALEX MELO,0454,0451,2026-05-07,2026-05-09,2026-05-05 00:00:00
ATESTADO MEDICO,85333264406,LEANDRO ARAUJO,1982,0002,2024-09-06,2024-09-09,2024-09-04 00:00:00
ATESTADO MEDICO,30784046093,ADRIANA LOPES,0050,0451,2025-04-03,2025-04-10,2025-04-03 00:00:00
ATESTADO MEDICO,46308424706,SABRINA DIAS,0002,1981,2024-08-09,2024-08-13,2024-08-08 00:00:00
ATESTADO MEDICO,04288921910,ROBERTO CARVALHO,0050,0002,2023-02-07,2023-02-08,2023-02-05 00:00:00
DECLARACAO,59402647430,CESAR RAMOS,2981,2981,2026-07-07,2026-07-17,2026-07-05 00:00:00
ATESTADO MEDICO,53831765510,VANESSA PIRES,0104,,2023-10-06,2023-10-16,2023-10-04 00:00:00
ATESTADO MEDICO,88062062490,VANESSA PIRES,0103,0051,2024-01-09,2024-01-13,2024-01-09 00:00:00
ATESTADO MEDICO,43495266330,BRUNO RIBEIRO,0453,0101,2024-01-03,2024-01-10,2024-01-02 00:00:00
ATESTADO MEDICO,40542509202,SERGIO RIBAS,0052,,2025-10-03,2025-10-06,2025-10-02 00:00:00
ATESTADO MEDICO,45918769501,EVANDRO COSTA,2983,,2025-05-14,2025-05-18,2025-05-14 00:00:00
DECLARACAO,18613556450,FERNANDA SOUZA,1983,0981,2026-02-08,2026-02-14,2026-02-06 00:00:00
DECLARACAO,99936508114,MARCELO CORREIA,2981,0051,2024-02-12,2024-02-19,2024-02-10 00:00:00
ATESTADO MEDICO,77101275680,GABRIEL MARTINS,0452,0981,2024-11-24,2024-12-04,2024-11-22 00:00:00
ATESTADO MEDICO,28339438735,CRISTINA ALVES,1982,0101,2026-01-02,2026-01-12,2026-01-01 00:00:00
DECLARACAO,57457232460,DIEGO BARBOSA,0101,0051,2023-11-24,2023-12-04,2023-11-22 00:00:00
ATESTADO MEDICO,44904098773,PAULA MIRANDA,0100,,2025-03-27,2025-03-31,2025-03-25 00:00:00
ATESTADO MEDICO,96923551951,CLAUDIA SOARES,0103,2981,2026-01-21,2026-01-27,2026-01-20 00:00:00
ATESTADO MEDICO,26027480300,BARBARA SILVA,0004,1981,2026-10-28,2026-10-30,2026-10-27 00:00:00
ATESTADO MEDICO,28339438735,FLAVIA MIRANDA,0981,,2024-11-25,2024-12-01,2024-11-23 00:00:00
ATESTADO MEDICO,74106782243,PRISCILA NEVES,0001,2981,2024-10-20,2024-10-27,2024-10-20 00:00:00
ATESTADO MEDICO,44474383990,RICARDO RAMOS,0450,0451,2026-04-04,2026-04-14,2026-04-03 00:00:00
ATESTADO MEDICO,48312264167,DANIEL CARDOSO,0983,,2023-06-18,2023-06-24,2023-06-16 00:00:00
ATESTADO MEDICO,40542509202,PATRICIA ROCHA,2983,,2026-10-23,2026-10-29,2026-10-23 00:00:00
ATESTADO MEDICO,76300982513,CLAUDIA SOARES,0451,0002,2026-10-11,2026-10-17,2026-10-09 00:00:00
ATESTADO MEDICO,05722102644,LEANDRO ARAUJO,0050,,2026-03-13,2026-03-19,2026-03-12 00:00:00
DECLARACAO,62269463340,DANIEL CARDOSO,0263,0101,2024-02-03,2024-02-11,2024-02-01 00:00:00
ATESTADO MEDICO,50599581328,JULIANA ROCHA,1981,0981,2026-01-23,2026-01-26,2026-01-22 00:00:00
DECLARACAO,46047598633,RENATO FERNANDES,0451,1981,2023-07-02,2023-07-11,2023-07-01 00:00:00
DECLARACAO,77397020305,ANDREA FARIAS,0004,0451,2023-10-09,2023-10-12,2023-10-09 00:00:00
ATESTADO MEDICO,35729764308,RICARDO RAMOS,0051,2981,2023-04-14,2023-04-19,2023-04-13 00:00:00
ATESTADO MEDICO,14027952979,LUCIENE MORAES,0104,0101,2023-06-03,2023-06-05,2023-06-02 00:00:00
ATESTADO MEDICO,26530966501,RODRIGO CAVALCANTI,0982,0101,2024-03-26,2024-03-30,2024-03-25 00:00:00
ATESTADO MEDICO,19816798638,CAROLINA NUNES,0051,0261,2026-05-29,2026-05-31,2026-05-28 00:00:00
DECLARACAO,44267756473,FABIANO BATISTA,0104,0451,2024-11-02,2024-11-09,2024-11-02 00:00:00
ATESTADO MEDICO,23270042760,GUSTAVO REZENDE,2982,0451,2025-01-10,2025-01-19,2025-01-09 00:00:00
DECLARACAO,28859083869,LUCIENE MORAES,0453,0261,2024-08-09,2024-08-12,2024-08-07 00:00:00
ATESTADO MEDICO,23268452850,MAURICIO LIMA,0053,2981,2023-10-16,2023-10-24,2023-10-15 00:00:00
ATESTADO MEDICO,91467413640,MARCIO TEIXEIRA,0102,2981,2025-09-19,2025-09-25,2025-09-19 00:00:00
DECLARACAO,62442620260,RONALDO RIBAS,0982,0451,2025-05-09,2025-05-13,2025-05-09 00:00:00
ATESTADO MEDICO,11325445649,PAULO SANTANA,0104,,2026-05-12,2026-05-16,2026-05-11 00:00:00
DECLARACAO,66454997103,ELAINE BARBOSA,0260,1981,2024-01-20,2024-01-27,2024-01-20 00:00:00
ATESTADO MEDICO,53759896626,SILVIA LOPES,0982,0002,2027-01-01,2027-01-11,2026-12-30 00:00:00
ATESTADO MEDICO,63226891502,MARIA SANTOS,0983,2981,2025-12-01,2025-12-07,2025-11-30 00:00:00
ATESTADO MEDICO,78736022659,FERNANDO MENDES,0982,,2025-01-18,2025-01-25,2025-01-16 00:00:00
DECLARACAO,61412523974,RAFAEL PEREIRA,0260,,2025-07-09,2025-07-15,2025-07-07 00:00:00
ATESTADO MEDICO,14738435965,HENRIQUE MENDES,0453,0451,2023-05-24,2023-05-29,2023-05-22 00:00:00
ATESTADO MEDICO,60357275659,JULIANA ROCHA,0002,0451,2026-12-10,2026-12-16,2026-12-10 00:00:00
DECLARACAO,11325445649,ROGERIO SOUZA,0261,,2024-01-12,2024-01-16,2024-01-12 00:00:00
DECLARACAO,70793909740,ADRIANA LOPES,1981,,2025-07-06,2025-07-10,2025-07-04 00:00:00
DECLARACAO,76408738354,RICARDO REZENDE,0261,0981,2027-01-04,2027-01-05,2027-01-04 00:00:00
ATESTADO MEDICO,26049862567,SILVIA LOPES,0263,0101,2024-03-20,2024-03-24,2024-03-19 00:00:00
DECLARACAO,82208860217,RENATA VIEIRA,0103,,2024-10-15,2024-10-23,2024-10-13 00:00:00
ATESTADO MEDICO,19385803115,EDUARDO FREITAS,0981,0451,2025-05-28,2025-05-29,2025-05-28 00:00:00
ATESTADO MEDICO,89656264479,PEDRO OLIVEIRA,0004,,2023-04-17,2023-04-26,2023-04-17 00:00:00
ATESTADO MEDICO,02572943760,LUCAS FERREIRA,0003,0981,2023-07-14,2023-07-23,2023-07-13 00:00:00
DECLARACAO,43973835888,DEBORA FONSECA,0263,0981,2027-01-05,2027-01-07,2027-01-04 00:00:00
ATESTADO MEDICO,09730965943,ANDREA FARIAS,1981,1981,2026-07-08,2026-07-09,2026-07-08 00:00:00
ATESTADO MEDICO,51751701042,ADRIANA LOPES,1982,,2024-11-28,2024-11-29,2024-11-26 00:00:00
DECLARACAO,66431606850,PAULO SANTANA,0104,1981,2025-12-19,2025-12-27,2025-12-17 00:00:00
DECLARACAO,20580703134,SILVIA LOPES,2980,,2024-10-22,2024-10-30,2024-10-20 00:00:00
ATESTADO MEDICO,99936508114,ALESSANDRA FREITAS,0103,,2024-01-29,2024-01-31,2024-01-28 00:00:00
ATESTADO MEDICO,82171868635,DANIEL CARDOSO,0052,0981,2025-07-23,2025-07-31,2025-07-21 00:00:00
ATESTADO MEDICO,50536898901,THIAGO MOREIRA,0004,0981,2025-04-04,2025-04-10,2025-04-02 00:00:00
DECLARACAO,38284964660,RODRIGO SALES,0001,0101,2026-03-05,2026-03-09,2026-03-04 00:00:00
DECLARACAO,49020493418,ALEXANDRE COSTA,0982,0261,2023-11-27,2023-11-30,2023-11-27 00:00:00
DECLARACAO,08297621910,AMANDA NASCIMENTO,0982,1981,2024-08-07,2024-08-08,2024-08-05 00:00:00
ATESTADO MEDICO,79605571102,WAGNER SALES,0981,,2024-05-03,2024-05-05,2024-05-03 00:00:00
DECLARACAO,80251835642,SABRINA DIAS,0452,0051,2025-07-04,2025-07-08,2025-07-03 00:00:00
ATESTADO MEDICO,05637803048,LUCIENE MORAES,0103,0261,2024-07-27,2024-07-31,2024-07-26 00:00:00
ATESTADO MEDICO,02572943760,ELAINE BARBOSA,0450,,2026-01-28,2026-02-03,2026-01-26 00:00:00
ATESTADO MEDICO,54411734249,AMANDA NASCIMENTO,0005,0981,2026-04-22,2026-04-23,2026-04-21 00:00:00
ATESTADO MEDICO,85455910043,DANIELA XAVIER,2982,0981,2023-03-19,2023-03-20,2023-03-17 00:00:00
ATESTADO MEDICO,34212149486,ANDREA FARIAS,1981,0051,2023-10-28,2023-10-30,2023-10-28 00:00:00
DECLARACAO,00945398204,CARLOS ALMEIDA,0454,2981,2026-09-17,2026-09-19,2026-09-16 00:00:00
ATESTADO MEDICO,88490416249,PEDRO OLIVEIRA,0101,2981,2025-06-24,2025-06-27,2025-06-22 00:00:00
DECLARACAO,31011906147,PAULA MIRANDA,0053,2981,2025-08-27,2025-08-29,2025-08-25 00:00:00
DECLARACAO,09730965943,RICARDO RAMOS,0454,,2026-11-02,2026-11-05,2026-11-02 00:00:00
DECLARACAO,16027296208,EDSON FERNANDES,0050,,2023-03-12,2023-03-16,2023-03-10 00:00:00
ATESTADO MEDICO,28250666135,VANESSA PIRES,1983,0981,2023-08-03,2023-08-08,2023-08-03 00:00:00
ATESTADO MEDICO,49599951140,ALESSANDRA FREITAS,0980,,2023-10-09,2023-10-11,2023-10-09 00:00:00
ATESTADO MEDICO,30066202752,VANESSA AZEVEDO,2980,,2024-01-08,2024-01-09,2024-01-08 00:00:00
ATESTADO MEDICO,21369249403,LARISSA CARVALHO,0454,,2023-03-01,2023-03-06,2023-02-28 00:00:00
ATESTADO MEDICO,23397999537,RENAN MELO,0454,,2026-05-23,2026-05-31,2026-05-22 00:00:00
DECLARACAO,36439183486,ANDRE BARROS,0982,1981,2025-12-21,2025-12-23,2025-12-19 00:00:00
ATESTADO MEDICO,88790069757,SIMONE PIRES,0051,0002,2023-05-31,2023-06-03,2023-05-30 00:00:00
ATESTADO MEDICO,40685883175,CAROLINA CAMPOS,0103,,2025-01-30,2025-02-01,2025-01-28 00:00:00
ATESTADO MEDICO,62755985224,ALINE MORAES,0450,0002,2026-12-18,2026-12-20,2026-12-18 00:00:00
DECLARACAO,86556854964,FERNANDO MENDES,0453,0451,2023-06-07,2023-06-08,2023-06-05 00:00:00
ATESTADO MEDICO,33406086799,SERGIO RIBAS,0981,,2026-07-18,2026-07-26,2026-07-18 00:00:00
DECLARACAO,87609515914,ANDREIA CUNHA,1981,0051,2026-01-09,2026-01-13,2026-01-08 00:00:00
DECLARACAO,23395390055,SIMONE PIRES,0101,,2023-05-01,2023-05-02,2023-04-30 00:00:00
DECLARACAO,90053873947,MONICA VIEIRA,1981,0981,2026-05-19,2026-05-29,2026-05-19 00:00:00
DECLARACAO,38304815354,EDSON FERNANDES,0004,0451,2026-01-27,2026-01-30,2026-01-26 00:00:00
ATESTADO MEDICO,49020493418,WELLINGTON CARDOSO,0104,0051,2023-05-10,2023-05-19,2023-05-09 00:00:00
DECLARACAO,77359493323,SERGIO RIBAS,0001,1981,2024-03-21,2024-03-29,2024-03-21 00:00:00
ATESTADO MEDICO,13732730468,RODRIGO SALES,1981,,2026-08-30,2026-09-03,2026-08-28 00:00:00
DECLARACAO,28749379402,BIANCA MONTEIRO,1982,,2023-01-30,2023-01-31,2023-01-28 00:00:00
DECLARACAO,59642796511,LUCAS FERREIRA,0983,0981,2023-02-24,2023-03-03,2023-02-22 00:00:00
DECLARACAO,84111254675,SILVIA LOPES,0262,2981,2024-12-18,2024-12-20,2024-12-18 00:00:00
ATESTADO MEDICO,70181547317,CLAUDIA SOARES,0453,1981,2026-06-06,2026-06-11,2026-06-04 00:00:00
DECLARACAO,13867794669,CARLA FONSECA,0262,,2023-03-13,2023-03-22,2023-03-13 00:00:00
ATESTADO MEDICO,26001826161,LEANDRO ARAUJO,0102,0051,2023-07-22,2023-07-23,2023-07-22 00:00:00
ATESTADO MEDICO,24046932988,ELAINE BARBOSA,1980,,2025-06-02,2025-06-03,2025-05-31 00:00:00
ATESTADO MEDICO,06393153725,JULIANA ROCHA,0051,0451,2025-04-13,2025-04-20,2025-04-13 00:00:00
DECLARACAO,84111254675,SABRINA DIAS,1982,0981,2023-10-17,2023-10-18,2023-10-16 00:00:00
ATESTADO MEDICO,41676716548,RAQUEL XAVIER,0450,,2023-11-28,2023-12-05,2023-11-27 00:00:00
ATESTADO MEDICO,30095966692,FERNANDO MENDES,0002,0261,2026-04-04,2026-04-13,2026-04-02 00:00:00
ATESTADO MEDICO,86568684384,MARCELO LIMA,0051,1981,2026-10-11,2026-10-14,2026-10-11 00:00:00
ATESTADO MEDICO,37672963732,FABIANO BATISTA,1983,0261,2023-11-13,2023-11-18,2023-11-13 00:00:00
ATESTADO MEDICO,96398282116,CARLA FONSECA,0452,0981,2024-08-06,2024-08-08,2024-08-04 00:00:00
ATESTADO MEDICO,16855621163,LUCIANA FARIAS,0982,,2026-11-28,2026-12-04,2026-11-28 00:00:00
ATESTADO MEDICO,23879333114,ANDRE BARROS,2983,0101,2024-10-09,2024-10-12,2024-10-09 00:00:00
ATESTADO MEDICO,64205383940,DANIELA XAVIER,0452,,2025-08-20,2025-08-26,2025-08-19 00:00:00
ATESTADO MEDICO,00729174158,JEFFERSON DUARTE,1980,,2026-02-01,2026-02-07,2026-02-01 00:00:00
ATESTADO MEDICO,67066958233,MARINA GONCALVES,0104,0451,2026-02-08,2026-02-18,2026-02-07 00:00:00
ATESTADO MEDICO,93653265320,LUCIANA FARIAS,2983,2981,2026-12-18,2026-12-19,2026-12-16 00:00:00
ATESTADO MEDICO,95223489020,KARINA PINTO,0002,,2026-11-12,2026-11-19,2026-11-11 00:00:00
ATESTADO MEDICO,44005108598,KARINA PINTO,0103,,2024-08-23,2024-09-01,2024-08-23 00:00:00
DECLARACAO,49197254851,BIANCA MONTEIRO,0980,0261,2024-06-20,2024-06-22,2024-06-19 00:00:00
